0.115788	0.11988	0.095531	0.0733778	0.0563126	0.0434602	0.0339908	0.0270756	0.021998	0.0182228	0.0153721	0.013182	0.0114685	0.0101032	0.00899578	0.00808213	0.00731601	0.00666363	0.00609991	0.00560588	0.005167	0.00477188	0.00441144	0.00407833	0.00376651	0.00347088	0.00318712	0.0029115	0.00264082	0.00237207	0.00210295	0.00181422	0.00150444	0.00122753	0.000957874	0.000671473	0.000366168	4.38148e-05	-0.000296255	-0.00065555	-0.00103557	-0.00143808	-0.00186533	-0.00232021	-0.00280642	-0.00332883	-0.00389395	-0.0045107	-0.00519143	-0.00595358	-0.00682217	-0.00783373	-0.0090426	-0.0105314	-0.0124291	-0.014942	-0.0184106	-0.0234141	-0.0309592	-0.0427848	-0.0617061	-0.0906681	-0.12655	-0.140948	
0.192694	0.204519	0.171338	0.138565	0.11142	0.0898047	0.073111	0.0603638	0.0506015	0.0430587	0.0371634	0.0324944	0.0287437	0.0256867	0.023159	0.0210392	0.019237	0.0176845	0.0163297	0.0151325	0.0140613	0.0130911	0.0122014	0.0113756	0.0105996	0.00986156	0.00915125	0.00845978	0.00777892	0.00710186	0.00641883	0.00570225	0.00495799	0.00426388	0.00356515	0.00282496	0.00204291	0.00122051	0.00035405	-0.000561051	-0.00152924	-0.00255563	-0.00364652	-0.00480972	-0.00605513	-0.00739567	-0.00884854	-0.0104371	-0.0121938	-0.0141641	-0.0164134	-0.0190365	-0.0221745	-0.0260404	-0.0309629	-0.0374591	-0.0463572	-0.0589953	-0.0775103	-0.105097	-0.14565	-0.200135	-0.25555	-0.255593	
0.187192	0.231294	0.220139	0.194389	0.166761	0.141671	0.120473	0.103104	0.0890223	0.0776195	0.0683498	0.0607607	0.054491	0.0492587	0.0448451	0.0410809	0.0378349	0.0350046	0.0325093	0.030285	0.0282802	0.0264528	0.0247683	0.0231978	0.0217168	0.020304	0.0189411	0.0176117	0.0163005	0.0149948	0.0136744	0.0123178	0.0109407	0.00959142	0.00820593	0.00675144	0.00522625	0.00362566	0.00194004	0.000159726	-0.001725	-0.00372517	-0.00585388	-0.00812702	-0.0105645	-0.0131919	-0.0160431	-0.0191638	-0.0226166	-0.0264894	-0.0309069	-0.0360492	-0.0421802	-0.0496918	-0.059172	-0.0715071	-0.0880241	-0.110648	-0.141948	-0.184644	-0.239549	-0.299626	-0.33904	-0.291015	
0.163075	0.226958	0.23807	0.22596	0.20513	0.182548	0.161315	0.142531	0.126381	0.112671	0.101081	0.0912741	0.0829424	0.0758204	0.0696876	0.0643634	0.0597006	0.0555801	0.0519046	0.0485944	0.0455839	0.0428181	0.040251	0.037843	0.0355602	0.0333726	0.0312539	0.0291801	0.027129	0.0250816	0.0230106	0.0208962	0.0187581	0.0166162	0.0144014	0.0120829	0.0096549	0.00710564	0.00441905	0.00157918	-0.0014306	-0.00462903	-0.00803798	-0.0116837	-0.0155988	-0.0198246	-0.0244155	-0.0294441	-0.0350091	-0.0412476	-0.0483521	-0.0565965	-0.0663743	-0.0782531	-0.0930497	-0.11192	-0.136436	-0.168547	-0.210185	-0.261982	-0.320239	-0.370983	-0.381917	-0.291116	
0.139337	0.210252	0.236454	0.237624	0.22624	0.20957	0.191554	0.174139	0.158172	0.143922	0.131376	0.120394	0.110791	0.102378	0.0949771	0.0884311	0.0826043	0.0773806	0.0726613	0.0683629	0.0644138	0.060753	0.0573274	0.0540909	0.0510025	0.0480258	0.0451279	0.0422787	0.0394499	0.0366164	0.0337466	0.0308177	0.0278497	0.0248422	0.0217211	0.0184538	0.015029	0.0114278	0.00762759	0.00360524	-0.000663788	-0.0052071	-0.0100567	-0.0152507	-0.020836	-0.0268718	-0.0334347	-0.0406264	-0.0485835	-0.0574932	-0.0676147	-0.0793092	-0.0930815	-0.109632	-0.129915	-0.155172	-0.186884	-0.226485	-0.274566	-0.329159	-0.382627	-0.417005	-0.399494	-0.279639	
0.118959	0.190184	0.225378	0.237044	0.234776	0.225022	0.211799	0.19745	0.183258	0.169864	0.157541	0.146361	0.136286	0.127229	0.119083	0.111737	0.105086	0.0990319	0.0934887	0.0883785	0.0836322	0.0791888	0.0749937	0.0709978	0.0671566	0.0634298	0.0597798	0.0561717	0.0525728	0.048953	0.0452773	0.0415183	0.0376935	0.0337887	0.0297246	0.025465	0.020992	0.0162799	0.011299	0.00601856	0.000405671	-0.00557688	-0.011972	-0.0188304	-0.0262142	-0.0342009	-0.0428902	-0.0524122	-0.06294	-0.074707	-0.0880297	-0.103338	-0.121212	-0.142419	-0.167928	-0.19887	-0.236339	-0.280894	-0.33153	-0.383891	-0.427634	-0.443445	-0.401584	-0.264167	
0.102373	0.170778	0.210664	0.229775	0.235101	0.231916	0.22387	0.213352	0.201846	0.19023	0.178995	0.168389	0.158517	0.149396	0.140997	0.133268	0.126144	0.119556	0.113438	0.107725	0.102357	0.0972796	0.0924393	0.0877883	0.0832815	0.0788768	0.0745343	0.0702161	0.0658861	0.0615104	0.0570516	0.0524766	0.0477994	0.0429967	0.0379839	0.0327202	0.027181	0.0213337	0.0151414	0.00856596	0.00156549	-0.00590687	-0.0139051	-0.0224928	-0.0317471	-0.0417635	-0.0526633	-0.0646029	-0.0777873	-0.0924869	-0.10906	-0.127978	-0.149848	-0.175424	-0.205569	-0.241129	-0.282611	-0.329543	-0.379397	-0.425984	-0.457551	-0.455342	-0.3943	-0.247635	
0.0891651	0.153542	0.195389	0.21943	0.230615	0.233063	0.229891	0.223322	0.214867	0.205519	0.195904	0.1864	0.177227	0.168495	0.160249	0.152495	0.145211	0.138363	0.131907	0.125799	0.11999	0.114433	0.109082	0.103893	0.0988224	0.0938277	0.0888687	0.0839058	0.078901	0.0738175	0.0686164	0.0632583	0.0577534	0.0520729	0.0461269	0.0398695	0.0332697	0.026288	0.0188809	0.0110024	0.00260221	-0.00637611	-0.0159973	-0.0263373	-0.0374874	-0.0495596	-0.0626941	-0.0770693	-0.0929141	-0.110524	-0.130278	-0.152654	-0.178236	-0.207684	-0.24165	-0.280573	-0.32427	-0.37126	-0.41775	-0.456383	-0.475081	-0.456831	-0.381621	-0.231427	
0.0787123	0.138832	0.181031	0.208151	0.223645	0.230653	0.231738	0.228863	0.223462	0.216546	0.208809	0.200713	0.192558	0.184529	0.176736	0.169233	0.162043	0.155162	0.148575	0.142253	0.136166	0.130275	0.124543	0.11893	0.113397	0.107902	0.102406	0.0968699	0.0912532	0.0855178	0.0796233	0.0735248	0.0672282	0.0607024	0.0538517	0.0466251	0.0389857	0.0308877	0.022281	0.0131125	0.00332387	-0.00715037	-0.0183849	-0.030467	-0.0435003	-0.0576108	-0.0729538	-0.089723	-0.108162	-0.128575	-0.151338	-0.176902	-0.205771	-0.238447	-0.275293	-0.316272	-0.36051	-0.405637	-0.446951	-0.476543	-0.482805	-0.45106	-0.36599	-0.216056	
0.0704382	0.126528	0.168186	0.197098	0.215656	0.226223	0.230861	0.23125	0.228691	0.224159	0.218363	0.211807	0.204844	0.197712	0.190569	0.183514	0.176604	0.169868	0.163311	0.156928	0.150698	0.144599	0.138599	0.132665	0.126762	0.120851	0.114895	0.108854	0.102688	0.0963568	0.0898201	0.0830271	0.0759801	0.0686474	0.0609274	0.0527643	0.044116	0.0349308	0.025153	0.0147226	0.00357393	-0.00836636	-0.0211818	-0.0349692	-0.0498422	-0.0659374	-0.0834198	-0.102491	-0.123397	-0.146435	-0.171951	-0.200333	-0.231965	-0.267136	-0.305873	-0.347654	-0.390969	-0.432755	-0.467755	-0.488017	-0.48292	-0.44029	-0.348839	-0.20162	
